Order ID,Date_Order_Placed,Time_Order_Placed,Purchase Address,Location,State Code,PinCode,OrderTotal,,,,,,,,,,,,,,,,,,
164242,3/25/2019,21:26,373 4th St, Portland,ME,4101,$383.83,,,,,,,,,,,,,,,,,,
164243,3/31/2019,22:08,335 10th St, Boston,MA,2215,$14.95,,,,,,,,,,,,,,,,,,
164244,3/4/2019,11:47,427 9th St, San Francisco,CA,94016,$14.95,,,,,,,,,,,,,,,,,,
164245,3/12/2019,13:29,447 Cedar St, San Francisco,CA,94016,$379.99,,,,,,,,,,,,,,,,,,
164246,3/17/2019,15:45,673 Willow St, Los Angeles,CA,90001,$14.95,,,,,,,,,,,,,,,,,,
164247,3/18/2019,18:18,215 14th St, San Francisco,CA,94016,$379.99,,,,,,,,,,,,,,,,,,
164248,3/28/2019,18:01,155 Lakeview St, Los Angeles,CA,90001,$389.99,,,,,,,,,,,,,,,,,,
164249,3/20/2019,9:35,495 Jackson St, Atlanta,GA,30301,$11.95,,,,,,,,,,,,,,,,,,
164250,3/31/2019,8:56,109 Jackson St, Atlanta,GA,30301,$150.00,,,,,,,,,,,,,,,,,,
164251,3/9/2019,15:39,658 13th St, Los Angeles,CA,90001,$11.95,,,,,,,,,,,,,,,,,,
164252,3/11/2019,18:51,745 Lakeview St, Dallas,TX,75001,$11.52,,,,,,,,,,,,,,,,,,
164253,3/1/2019,16:01,615 Forest St, San Francisco,CA,94016,$150.00,,,,,,,,,,,,,,,,,,
164254,3/26/2019,8:44,885 South St, Seattle,WA,98101,$379.99,,,,,,,,,,,,,,,,,,
164255,3/25/2019,22:33,44 12th St, Boston,MA,2215,$109.99,,,,,,,,,,,,,,,,,,
164256,3/25/2019,9:46,325 Maple St, Los Angeles,CA,90001,$379.99,,,,,,,,,,,,,,,,,,
164257,3/23/2019,21:22,544 Willow St, Boston,MA,2215,$23.90,,,,,,,,,,,,,,,,,,
164258,3/23/2019,14:08,951 Sunset St, Los Angeles,CA,90001,$11.99,,,,,,,,,,,,,,,,,,
164259,3/25/2019,22:54,384 5th St, Austin,TX,73301,$389.99,,,,,,,,,,,,,,,,,,
164260,3/21/2019,11:31,749 Highland St, San Francisco,CA,94016,$8.97,,,,,,,,,,,,,,,,,,
164261,3/13/2019,14:30,797 Jefferson St, Los Angeles,CA,90001,$389.99,,,,,,,,,,,,,,,,,,
164262,3/8/2019,14:05,331 Sunset St, Los Angeles,CA,90001,$14.95,,,,,,,,,,,,,,,,,,
164263,3/8/2019,21:31,8 5th St, Seattle,WA,98101,$14.95,,,,,,,,,,,,,,,,,,
164264,3/25/2019,19:24,328 2nd St, San Francisco,CA,94016,$389.99,,,,,,,,,,,,,,,,,,
164265,3/31/2019,0:42,362 Hill St, Los Angeles,CA,90001,$314.95,,,,,,,,,,,,,,,,,,
164266,3/22/2019,22:51,887 Hickory St, Boston,MA,2215,"$1,700.00",,,,,,,,,,,,,,,,,,
164267,3/18/2019,6:37,343 River St, Los Angeles,CA,90001,$14.95,,,,,,,,,,,,,,,,,,
164268,3/19/2019,11:23,656 14th St, New York City,NY,10001,$379.99,,,,,,,,,,,,,,,,,,
164269,3/7/2019,8:34,662 4th St, Los Angeles,CA,90001,$11.99,,,,,,,,,,,,,,,,,,
164270,3/31/2019,15:54,228 River St, San Francisco,CA,94016,$700.00,,,,,,,,,,,,,,,,,,
164271,3/19/2019,9:47,350 7th St, Portland,OR,97035,$600.00,,,,,,,,,,,,,,,,,,
164272,3/20/2019,12:51,707 11th St, San Francisco,CA,94016,$600.00,,,,,,,,,,,,,,,,,,
164273,3/15/2019,10:57,915 Highland St, San Francisco,CA,94016,$714.95,,,,,,,,,,,,,,,,,,
164274,3/25/2019,20:29,597 4th St, Los Angeles,CA,90001,$11.99,,,,,,,,,,,,,,,,,,
164275,3/29/2019,22:51,580 7th St, Los Angeles,CA,90001,$7.68,,,,,,,,,,,,,,,,,,
164276,3/31/2019,23:13,961 Spruce St, Austin,TX,73301,$149.99,,,,,,,,,,,,,,,,,,
164277,3/22/2019,19:36,410 Hickory St, San Francisco,CA,94016,$2.99,,,,,,,,,,,,,,,,,,
164278,3/14/2019,8:31,26 Hickory St, Boston,MA,2215,$379.99,,,,,,,,,,,,,,,,,,
164279,3/12/2019,11:09,709 12th St, Dallas,TX,75001,$11.95,,,,,,,,,,,,,,,,,,
164280,3/1/2019,23:46,476 Park St, Los Angeles,CA,90001,$379.99,,,,,,,,,,,,,,,,,,
164281,3/5/2019,11:28,700 4th St, Portland,OR,97035,$11.99,,,,,,,,,,,,,,,,,,
164282,3/31/2019,13:27,223 West St, San Francisco,CA,94016,$29.90,,,,,,,,,,,,,,,,,,
164283,3/15/2019,14:17,118 Elm St, Atlanta,GA,30301,$3.84,,,,,,,,,,,,,,,,,,
164284,3/21/2019,11:16,963 Spruce St, New York City,NY,10001,$149.99,,,,,,,,,,,,,,,,,,
164285,3/24/2019,18:56,132 Lincoln St, Portland,ME,4101,$109.99,,,,,,,,,,,,,,,,,,
164286,3/18/2019,22:55,199 Jackson St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
164287,3/23/2019,16:29,706 Church St, Dallas,TX,75001,$379.99,,,,,,,,,,,,,,,,,,
164288,3/19/2019,17:47,196 Chestnut St, New York City,NY,10001,$2.99,,,,,,,,,,,,,,,,,,
164289,3/19/2019,11:33,168 4th St, Austin,TX,73301,$11.95,,,,,,,,,,,,,,,,,,
164290,3/29/2019,5:38,878 Johnson St, Los Angeles,CA,90001,$99.99,,,,,,,,,,,,,,,,,,
164291,3/6/2019,12:18,294 South St, Portland,OR,97035,$11.95,,,,,,,,,,,,,,,,,,
164292,3/28/2019,21:34,209 6th St, New York City,NY,10001,$150.00,,,,,,,,,,,,,,,,,,
164293,3/28/2019,7:58,397 Jackson St, Los Angeles,CA,90001,$109.99,,,,,,,,,,,,,,,,,,
164294,3/18/2019,20:31,928 Park St, San Francisco,CA,94016,$14.95,,,,,,,,,,,,,,,,,,
164295,3/7/2019,18:36,838 Hickory St, Portland,OR,97035,$7.68,,,,,,,,,,,,,,,,,,
164296,3/25/2019,20:40,923 Main St, San Francisco,CA,94016,$11.99,,,,,,,,,,,,,,,,,,
164297,3/3/2019,18:23,699 Forest St, Austin,TX,73301,$600.00,,,,,,,,,,,,,,,,,,
164298,3/5/2019,19:46,693 Pine St, Los Angeles,CA,90001,$999.99,,,,,,,,,,,,,,,,,,
164299,3/18/2019,3:43,720 Main St, Seattle,WA,98101,$150.00,,,,,,,,,,,,,,,,,,
164300,3/28/2019,16:52,386 Ridge St, San Francisco,CA,94016,$3.84,,,,,,,,,,,,,,,,,,
164301,3/22/2019,8:48,624 8th St, San Francisco,CA,94016,$11.99,,,,,,,,,,,,,,,,,,
164302,3/26/2019,20:41,722 2nd St, Portland,OR,97035,$14.95,,,,,,,,,,,,,,,,,,
164303,3/25/2019,15:09,216 North St, Los Angeles,CA,90001,$14.95,,,,,,,,,,,,,,,,,,
164304,3/6/2019,17:47,495 6th St, San Francisco,CA,94016,$3.84,,,,,,,,,,,,,,,,,,
164305,3/16/2019,11:06,435 Cedar St, Atlanta,GA,30301,$150.00,,,,,,,,,,,,,,,,,,
164306,3/1/2019,17:02,827 Chestnut St, Boston,MA,2215,$150.00,,,,,,,,,,,,,,,,,,
164307,3/15/2019,12:12,762 Johnson St, Los Angeles,CA,90001,$150.00,,,,,,,,,,,,,,,,,,
164308,3/21/2019,17:43,719 North St, San Francisco,CA,94016,$99.99,,,,,,,,,,,,,,,,,,
164309,3/6/2019,17:27,239 10th St, New York City,NY,10001,$20.96,,,,,,,,,,,,,,,,,,
164310,3/1/2019,17:29,158 13th St, Austin,TX,73301,$2.99,,,,,,,,,,,,,,,,,,
164311,3/19/2019,18:35,504 Highland St, San Francisco,CA,94016,$3.84,,,,,,,,,,,,,,,,,,
164312,3/13/2019,18:34,111 Walnut St, San Francisco,CA,94016,$150.00,,,,,,,,,,,,,,,,,,
164313,3/26/2019,9:24,998 Lincoln St, Los Angeles,CA,90001,$2.99,,,,,,,,,,,,,,,,,,
164314,3/24/2019,19:26,799 2nd St, San Francisco,CA,94016,$99.99,,,,,,,,,,,,,,,,,,
164315,3/19/2019,19:53,929 Meadow St, New York City,NY,10001,$389.99,,,,,,,,,,,,,,,,,,
164316,3/2/2019,17:28,385 Johnson St, Portland,OR,97035,$11.99,,,,,,,,,,,,,,,,,,
164317,3/2/2019,13:47,234 Jefferson St, Dallas,TX,75001,$11.95,,,,,,,,,,,,,,,,,,
164318,3/22/2019,21:38,888 Ridge St, Dallas,TX,75001,$11.99,,,,,,,,,,,,,,,,,,
164319,3/6/2019,13:53,479 Lake St, Atlanta,GA,30301,$150.00,,,,,,,,,,,,,,,,,,
164320,3/23/2019,14:24,598 Hill St, Los Angeles,CA,90001,$99.99,,,,,,,,,,,,,,,,,,
164321,3/24/2019,7:36,492 Johnson St, San Francisco,CA,94016,$600.00,,,,,,,,,,,,,,,,,,
164322,3/2/2019,16:33,42 Adams St, San Francisco,CA,94016,$2.99,,,,,,,,,,,,,,,,,,
164323,3/15/2019,21:08,14 Lincoln St, Dallas,TX,75001,$11.95,,,,,,,,,,,,,,,,,,
164324,3/28/2019,20:03,196 2nd St, San Francisco,CA,94016,$5.98,,,,,,,,,,,,,,,,,,
164325,3/17/2019,18:40,561 Ridge St, Seattle,WA,98101,$389.99,,,,,,,,,,,,,,,,,,
164326,3/19/2019,12:52,220 Elm St, New York City,NY,10001,$99.99,,,,,,,,,,,,,,,,,,
164327,3/10/2019,14:27,715 14th St, Portland,OR,97035,$3.84,,,,,,,,,,,,,,,,,,
164328,3/23/2019,15:05,572 7th St, San Francisco,CA,94016,$14.95,,,,,,,,,,,,,,,,,,
164329,3/17/2019,16:20,387 Ridge St, Boston,MA,2215,$600.00,,,,,,,,,,,,,,,,,,
164330,3/20/2019,18:37,353 South St, Los Angeles,CA,90001,$7.68,,,,,,,,,,,,,,,,,,
164331,3/27/2019,17:42,496 7th St, San Francisco,CA,94016,$259.99,,,,,,,,,,,,,,,,,,
164332,3/20/2019,16:51,742 Cherry St, Dallas,TX,75001,$7.68,,,,,,,,,,,,,,,,,,
164333,3/31/2019,10:01,203 11th St, San Francisco,CA,94016,$149.99,,,,,,,,,,,,,,,,,,
164334,3/18/2019,10:27,468 Chestnut St, San Francisco,CA,94016,$379.99,,,,,,,,,,,,,,,,,,
164335,3/21/2019,11:56,654 4th St, Los Angeles,CA,90001,$150.00,,,,,,,,,,,,,,,,,,
164336,3/22/2019,14:23,233 2nd St, San Francisco,CA,94016,$999.99,,,,,,,,,,,,,,,,,,
164337,3/8/2019,9:26,460 Willow St, San Francisco,CA,94016,$714.95,,,,,,,,,,,,,,,,,,
164338,3/3/2019,11:54,541 Sunset St, Austin,TX,73301,$7.68,,,,,,,,,,,,,,,,,,
164339,3/8/2019,13:28,914 5th St, San Francisco,CA,94016,$600.00,,,,,,,,,,,,,,,,,,
164340,3/28/2019,21:21,545 Center St, Boston,MA,2215,$150.00,,,,,,,,,,,,,,,,,,
164341,3/19/2019,10:52,864 Pine St, New York City,NY,10001,$11.52,,,,,,,,,,,,,,,,,,
164342,3/7/2019,8:17,988 Jefferson St, Boston,MA,2215,$11.99,,,,,,,,,,,,,,,,,,
164343,3/5/2019,18:04,92 Lincoln St, New York City,NY,10001,$99.99,,,,,,,,,,,,,,,,,,
164344,3/13/2019,17:36,11 Lincoln St, San Francisco,CA,94016,$149.99,,,,,,,,,,,,,,,,,,
164345,3/13/2019,18:49,698 Pine St, Boston,MA,2215,$300.00,,,,,,,,,,,,,,,,,,
164346,3/25/2019,11:21,865 Center St, San Francisco,CA,94016,$149.99,,,,,,,,,,,,,,,,,,
164347,3/2/2019,19:06,175 Maple St, New York City,NY,10001,$99.99,,,,,,,,,,,,,,,,,,
164348,3/2/2019,9:27,570 Johnson St, Dallas,TX,75001,$711.99,,,,,,,,,,,,,,,,,,
164349,3/14/2019,18:54,943 West St, Los Angeles,CA,90001,$11.95,,,,,,,,,,,,,,,,,,
164350,3/24/2019,10:26,334 Willow St, Dallas,TX,75001,$14.95,,,,,,,,,,,,,,,,,,
164351,3/14/2019,14:55,32 Dogwood St, San Francisco,CA,94016,$726.94,,,,,,,,,,,,,,,,,,
164352,3/23/2019,12:00,524 Main St, Dallas,TX,75001,$99.99,,,,,,,,,,,,,,,,,,
164353,3/10/2019,14:31,736 Madison St, Atlanta,GA,30301,$150.00,,,,,,,,,,,,,,,,,,
164354,3/11/2019,0:02,657 North St, Los Angeles,CA,90001,$11.95,,,,,,,,,,,,,,,,,,
164355,3/15/2019,22:20,694 Hill St, New York City,NY,10001,$14.95,,,,,,,,,,,,,,,,,,
164356,3/5/2019,11:41,352 Meadow St, New York City,NY,10001,$999.99,,,,,,,,,,,,,,,,,,
164357,3/23/2019,19:14,188 Forest St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
164358,3/25/2019,13:34,379 Madison St, Boston,MA,2215,$14.95,,,,,,,,,,,,,,,,,,
164359,3/10/2019,16:50,140 Wilson St, Atlanta,GA,30301,$150.00,,,,,,,,,,,,,,,,,,
164360,3/9/2019,12:56,880 6th St, San Francisco,CA,94016,$23.98,,,,,,,,,,,,,,,,,,
164361,3/11/2019,0:13,670 South St, Seattle,WA,98101,$711.99,,,,,,,,,,,,,,,,,,
164362,3/24/2019,14:32,132 Adams St, Boston,MA,2215,$11.99,,,,,,,,,,,,,,,,,,
164363,3/22/2019,22:57,449 River St, Boston,MA,2215,$114.94,,,,,,,,,,,,,,,,,,
164364,3/29/2019,21:53,608 Cedar St, Los Angeles,CA,90001,$14.95,,,,,,,,,,,,,,,,,,
164365,3/13/2019,0:54,687 7th St, Los Angeles,CA,90001,$379.99,,,,,,,,,,,,,,,,,,
164366,3/30/2019,18:30,806 Center St, Atlanta,GA,30301,$149.99,,,,,,,,,,,,,,,,,,
164367,3/16/2019,14:08,950 7th St, Los Angeles,CA,90001,$109.99,,,,,,,,,,,,,,,,,,
164368,3/16/2019,20:05,966 West St, Los Angeles,CA,90001,$3.84,,,,,,,,,,,,,,,,,,
164369,3/10/2019,20:40,182 Adams St, San Francisco,CA,94016,$379.99,,,,,,,,,,,,,,,,,,
164370,3/5/2019,8:15,403 Johnson St, Los Angeles,CA,90001,$999.99,,,,,,,,,,,,,,,,,,
164371,3/24/2019,21:33,157 11th St, Boston,MA,2215,$7.68,,,,,,,,,,,,,,,,,,
164372,3/28/2019,13:09,605 Spruce St, New York City,NY,10001,$99.99,,,,,,,,,,,,,,,,,,
164373,3/18/2019,19:11,445 7th St, Los Angeles,CA,90001,$11.95,,,,,,,,,,,,,,,,,,
164374,3/29/2019,11:28,772 Pine St, New York City,NY,10001,$5.98,,,,,,,,,,,,,,,,,,
164375,3/28/2019,14:26,563 River St, San Francisco,CA,94016,$150.00,,,,,,,,,,,,,,,,,,
164376,3/19/2019,7:25,373 North St, Seattle,WA,98101,$14.95,,,,,,,,,,,,,,,,,,
164377,3/19/2019,20:35,49 South St, Dallas,TX,75001,$11.95,,,,,,,,,,,,,,,,,,
164378,3/3/2019,14:13,80 Maple St, Portland,OR,97035,"$1,700.00",,,,,,,,,,,,,,,,,,
164379,3/10/2019,21:48,857 Hill St, Boston,MA,2215,$14.95,,,,,,,,,,,,,,,,,,
164380,3/31/2019,13:10,947 Church St, San Francisco,CA,94016,$300.00,,,,,,,,,,,,,,,,,,
164381,3/9/2019,14:05,702 6th St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
164382,3/29/2019,18:45,976 10th St, Boston,MA,2215,$11.99,,,,,,,,,,,,,,,,,,
164383,3/15/2019,20:54,734 4th St, Boston,MA,2215,$11.95,,,,,,,,,,,,,,,,,,
164384,3/18/2019,18:18,734 8th St, Los Angeles,CA,90001,"$1,700.00",,,,,,,,,,,,,,,,,,
164385,3/5/2019,22:57,605 Wilson St, Dallas,TX,75001,$389.99,,,,,,,,,,,,,,,,,,
164386,3/29/2019,21:12,518 Adams St, Los Angeles,CA,90001,$11.95,,,,,,,,,,,,,,,,,,
164387,3/8/2019,14:47,251 2nd St, New York City,NY,10001,$2.99,,,,,,,,,,,,,,,,,,
164388,3/17/2019,20:39,348 2nd St, Boston,MA,2215,$99.99,,,,,,,,,,,,,,,,,,
164389,3/31/2019,13:24,411 6th St, Dallas,TX,75001,$3.84,,,,,,,,,,,,,,,,,,
164390,3/15/2019,13:57,13 Madison St, New York City,NY,10001,$3.84,,,,,,,,,,,,,,,,,,
164391,3/28/2019,21:06,675 Pine St, Dallas,TX,75001,$700.00,,,,,,,,,,,,,,,,,,
164392,3/13/2019,22:05,295 Madison St, Boston,MA,2215,$11.95,,,,,,,,,,,,,,,,,,
164393,3/25/2019,9:33,912 Maple St, Atlanta,GA,30301,$150.00,,,,,,,,,,,,,,,,,,
164394,3/8/2019,9:08,647 12th St, San Francisco,CA,94016,$99.99,,,,,,,,,,,,,,,,,,
164395,3/9/2019,21:30,351 Meadow St, San Francisco,CA,94016,$99.99,,,,,,,,,,,,,,,,,,
164396,3/15/2019,23:16,617 Lakeview St, Dallas,TX,75001,$11.99,,,,,,,,,,,,,,,,,,
164397,3/3/2019,19:56,170 Church St, Los Angeles,CA,90001,$600.00,,,,,,,,,,,,,,,,,,
164398,3/7/2019,19:07,791 North St, San Francisco,CA,94016,"$1,700.00",,,,,,,,,,,,,,,,,,
164399,3/21/2019,22:09,585 Walnut St, Seattle,WA,98101,$7.68,,,,,,,,,,,,,,,,,,
164400,3/31/2019,5:53,43 Chestnut St, New York City,NY,10001,$99.99,,,,,,,,,,,,,,,,,,
164401,3/1/2019,14:04,69 13th St, Los Angeles,CA,90001,$700.00,,,,,,,,,,,,,,,,,,
164402,3/19/2019,0:34,435 Madison St, Atlanta,GA,30301,$3.84,,,,,,,,,,,,,,,,,,
164403,3/9/2019,19:04,438 12th St, Boston,MA,2215,$11.99,,,,,,,,,,,,,,,,,,
164404,3/29/2019,16:14,771 12th St, San Francisco,CA,94016,$3.84,,,,,,,,,,,,,,,,,,
164405,3/11/2019,19:19,837 Lake St, Los Angeles,CA,90001,$2.99,,,,,,,,,,,,,,,,,,
164406,3/24/2019,19:32,882 12th St, Dallas,TX,75001,$3.84,,,,,,,,,,,,,,,,,,
164407,3/9/2019,13:42,850 Jefferson St, New York City,NY,10001,$149.99,,,,,,,,,,,,,,,,,,
164408,3/2/2019,11:56,965 Willow St, Atlanta,GA,30301,$2.99,,,,,,,,,,,,,,,,,,
164409,3/26/2019,19:43,841 River St, Los Angeles,CA,90001,$600.00,,,,,,,,,,,,,,,,,,
164410,3/8/2019,17:00,623 7th St, San Francisco,CA,94016,$700.00,,,,,,,,,,,,,,,,,,
164411,3/14/2019,18:41,907 Jackson St, San Francisco,CA,94016,$700.00,,,,,,,,,,,,,,,,,,
164412,3/1/2019,17:48,758 2nd St, Los Angeles,CA,90001,$150.00,,,,,,,,,,,,,,,,,,
164413,3/29/2019,21:07,994 South St, Portland,OR,97035,$3.84,,,,,,,,,,,,,,,,,,
164414,3/6/2019,14:03,194 Lakeview St, Los Angeles,CA,90001,$11.95,,,,,,,,,,,,,,,,,,
164415,3/28/2019,19:48,200 8th St, New York City,NY,10001,$11.95,,,,,,,,,,,,,,,,,,
164416,3/4/2019,3:21,777 West St, Seattle,WA,98101,$11.95,,,,,,,,,,,,,,,,,,
164417,3/7/2019,1:25,634 4th St, Boston,MA,2215,$11.95,,,,,,,,,,,,,,,,,,
164418,3/26/2019,10:23,336 Dogwood St, Atlanta,GA,30301,$379.99,,,,,,,,,,,,,,,,,,
164419,3/31/2019,0:24,316 Johnson St, San Francisco,CA,94016,$3.84,,,,,,,,,,,,,,,,,,
164420,3/14/2019,12:01,251 Walnut St, Los Angeles,CA,90001,$99.99,,,,,,,,,,,,,,,,,,
164421,3/28/2019,12:04,726 7th St, Portland,OR,97035,$149.99,,,,,,,,,,,,,,,,,,
164422,3/10/2019,14:43,55 10th St, Atlanta,GA,30301,$3.84,,,,,,,,,,,,,,,,,,
164423,3/15/2019,20:33,496 South St, New York City,NY,10001,$389.99,,,,,,,,,,,,,,,,,,
164424,3/2/2019,10:44,903 10th St, Los Angeles,CA,90001,$149.99,,,,,,,,,,,,,,,,,,
164425,3/9/2019,17:42,917 Lincoln St, New York City,NY,10001,$14.95,,,,,,,,,,,,,,,,,,
164426,3/27/2019,8:02,879 Madison St, San Francisco,CA,94016,$11.99,,,,,,,,,,,,,,,,,,
164427,3/8/2019,19:04,587 Main St, San Francisco,CA,94016,$999.99,,,,,,,,,,,,,,,,,,
164428,3/21/2019,13:47,314 Park St, New York City,NY,10001,$999.99,,,,,,,,,,,,,,,,,,
164429,3/27/2019,13:43,619 Ridge St, Boston,MA,2215,$2.99,,,,,,,,,,,,,,,,,,
164430,3/14/2019,6:39,629 Madison St, San Francisco,CA,94016,$99.99,,,,,,,,,,,,,,,,,,
164431,3/8/2019,0:02,534 Jefferson St, Portland,ME,4101,$23.90,,,,,,,,,,,,,,,,,,
164432,3/18/2019,9:50,125 Lake St, Atlanta,GA,30301,$3.84,,,,,,,,,,,,,,,,,,
164433,3/19/2019,19:01,571 1st St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
164434,3/21/2019,11:47,888 Pine St, Los Angeles,CA,90001,$2.99,,,,,,,,,,,,,,,,,,
164435,3/24/2019,12:37,112 Adams St, Atlanta,GA,30301,$150.00,,,,,,,,,,,,,,,,,,
164436,3/12/2019,9:51,503 Walnut St, Atlanta,GA,30301,"$1,700.00",,,,,,,,,,,,,,,,,,
164437,3/2/2019,21:00,826 14th St, San Francisco,CA,94016,$149.99,,,,,,,,,,,,,,,,,,
164438,3/29/2019,11:08,834 Park St, Dallas,TX,75001,$7.68,,,,,,,,,,,,,,,,,,
164439,3/23/2019,20:49,994 North St, Los Angeles,CA,90001,$11.95,,,,,,,,,,,,,,,,,,
164440,3/9/2019,20:37,901 Johnson St, San Francisco,CA,94016,$14.95,,,,,,,,,,,,,,,,,,
164441,3/19/2019,19:54,990 Willow St, New York City,NY,10001,$714.95,,,,,,,,,,,,,,,,,,
164442,3/27/2019,10:32,674 Cherry St, Atlanta,GA,30301,$3.84,,,,,,,,,,,,,,,,,,
164443,3/27/2019,19:08,624 Park St, Los Angeles,CA,90001,$11.95,,,,,,,,,,,,,,,,,,
164444,3/22/2019,11:59,640 Pine St, Dallas,TX,75001,$11.95,,,,,,,,,,,,,,,,,,
164445,3/26/2019,7:33,838 6th St, San Francisco,CA,94016,$5.98,,,,,,,,,,,,,,,,,,
164446,3/1/2019,9:51,27 Church St, San Francisco,CA,94016,$11.99,,,,,,,,,,,,,,,,,,
164447,3/8/2019,20:47,182 Pine St, Seattle,WA,98101,$11.95,,,,,,,,,,,,,,,,,,
164448,3/4/2019,20:43,555 5th St, Seattle,WA,98101,$379.99,,,,,,,,,,,,,,,,,,
164449,3/13/2019,22:16,305 Walnut St, New York City,NY,10001,$11.95,,,,,,,,,,,,,,,,,,
164450,3/11/2019,7:45,332 Walnut St, New York City,NY,10001,$11.95,,,,,,,,,,,,,,,,,,
164451,3/9/2019,1:40,210 6th St, San Francisco,CA,94016,$150.00,,,,,,,,,,,,,,,,,,
164452,3/20/2019,0:48,143 Jackson St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
164453,3/1/2019,20:03,183 7th St, Los Angeles,CA,90001,$11.95,,,,,,,,,,,,,,,,,,
164454,3/23/2019,7:11,42 11th St, Atlanta,GA,30301,$699.99,,,,,,,,,,,,,,,,,,
164455,3/9/2019,8:49,890 Highland St, Los Angeles,CA,90001,$14.95,,,,,,,,,,,,,,,,,,
164456,3/17/2019,19:37,677 Hickory St, New York City,NY,10001,$149.99,,,,,,,,,,,,,,,,,,
164457,3/27/2019,21:24,835 West St, New York City,NY,10001,$11.99,,,,,,,,,,,,,,,,,,
164458,3/1/2019,10:16,598 4th St, New York City,NY,10001,$14.95,,,,,,,,,,,,,,,,,,
164459,3/29/2019,16:00,520 Adams St, San Francisco,CA,94016,$2.99,,,,,,,,,,,,,,,,,,
164460,3/15/2019,10:11,553 13th St, Seattle,WA,98101,$11.99,,,,,,,,,,,,,,,,,,
164461,3/10/2019,21:27,932 14th St, San Francisco,CA,94016,$2.99,,,,,,,,,,,,,,,,,,
164462,3/4/2019,8:27,520 Sunset St, Portland,OR,97035,$99.99,,,,,,,,,,,,,,,,,,
164463,3/7/2019,21:39,657 8th St, New York City,NY,10001,$23.90,,,,,,,,,,,,,,,,,,
164464,3/13/2019,10:42,787 Dogwood St, San Francisco,CA,94016,$14.95,,,,,,,,,,,,,,,,,,
164465,3/5/2019,16:48,628 Lakeview St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
164466,3/9/2019,17:42,799 Elm St, Atlanta,GA,30301,$3.84,,,,,,,,,,,,,,,,,,
164467,3/31/2019,14:08,149 Cedar St, Los Angeles,CA,90001,$14.95,,,,,,,,,,,,,,,,,,
164468,3/6/2019,19:06,572 4th St, Los Angeles,CA,90001,$611.99,,,,,,,,,,,,,,,,,,
164469,3/29/2019,18:32,412 9th St, Dallas,TX,75001,$11.99,,,,,,,,,,,,,,,,,,
164470,3/12/2019,15:48,19 2nd St, Boston,MA,2215,$7.68,,,,,,,,,,,,,,,,,,
164471,3/7/2019,21:26,691 Washington St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
164472,3/27/2019,21:07,618 River St, Seattle,WA,98101,$379.99,,,,,,,,,,,,,,,,,,
164473,3/14/2019,20:08,708 Sunset St, Los Angeles,CA,90001,$5.98,,,,,,,,,,,,,,,,,,
164474,3/25/2019,21:32,727 River St, Dallas,TX,75001,$150.00,,,,,,,,,,,,,,,,,,
164475,3/23/2019,21:59,627 12th St, San Francisco,CA,94016,$99.99,,,,,,,,,,,,,,,,,,
164476,3/12/2019,9:07,680 Madison St, Dallas,TX,75001,$389.99,,,,,,,,,,,,,,,,,,
164477,3/11/2019,22:10,452 Chestnut St, Portland,OR,97035,$14.98,,,,,,,,,,,,,,,,,,
164478,3/23/2019,13:45,284 Washington St, Atlanta,GA,30301,$150.00,,,,,,,,,,,,,,,,,,
164479,3/10/2019,10:26,855 13th St, San Francisco,CA,94016,$600.00,,,,,,,,,,,,,,,,,,
164480,3/29/2019,18:28,593 Ridge St, Austin,TX,73301,$14.95,,,,,,,,,,,,,,,,,,
164481,3/1/2019,14:36,547 Center St, Boston,MA,2215,$2.99,,,,,,,,,,,,,,,,,,
164482,3/22/2019,16:53,564 6th St, Austin,TX,73301,$150.00,,,,,,,,,,,,,,,,,,
164483,3/5/2019,21:59,524 Walnut St, Los Angeles,CA,90001,$3.84,,,,,,,,,,,,,,,,,,
164484,3/31/2019,16:10,214 14th St, Los Angeles,CA,90001,$611.95,,,,,,,,,,,,,,,,,,
164485,3/17/2019,13:57,770 Main St, Austin,TX,73301,$7.68,,,,,,,,,,,,,,,,,,
164486,3/4/2019,21:03,753 Johnson St, Atlanta,GA,30301,$99.99,,,,,,,,,,,,,,,,,,
164487,3/14/2019,20:43,320 Chestnut St, New York City,NY,10001,$3.84,,,,,,,,,,,,,,,,,,
164488,3/26/2019,20:35,460 Hill St, Seattle,WA,98101,$379.99,,,,,,,,,,,,,,,,,,
164489,3/14/2019,15:08,655 Cherry St, San Francisco,CA,94016,$300.00,,,,,,,,,,,,,,,,,,
164490,3/17/2019,18:35,835 14th St, Los Angeles,CA,90001,$99.99,,,,,,,,,,,,,,,,,,
164491,3/4/2019,11:45,147 Highland St, Boston,MA,2215,$999.99,,,,,,,,,,,,,,,,,,
164492,3/24/2019,14:51,974 Jefferson St, San Francisco,CA,94016,$7.68,,,,,,,,,,,,,,,,,,
